"Species","Transcript_ID","Family","Superfamily"
"caenorhabditis_briggsae","CBG27145","srw","Solo"
"caenorhabditis_briggsae","CBG27174","sri","Str"
"caenorhabditis_briggsae","CBG27176","srsx","Solo"
"caenorhabditis_briggsae","CBG27201","str","Str"
"caenorhabditis_briggsae","CBG27260","srh","Str"
"caenorhabditis_briggsae","CBG27286","srh","Str"
"caenorhabditis_briggsae","CBG27293","srz","Solo"
"caenorhabditis_briggsae","CBG27306","srh","Str"
"caenorhabditis_briggsae","CBG27340","srj","Str"
"caenorhabditis_briggsae","CBG27359","srx","Srg"
"caenorhabditis_briggsae","CBG27365","sri","Str"
"caenorhabditis_briggsae","CBG27366","srh","Str"
"caenorhabditis_briggsae","CBG27372","srg","Srg"
"caenorhabditis_briggsae","CBG28130","srg","Srg"
"caenorhabditis_briggsae","CBG29954","srt","Srg"
"caenorhabditis_briggsae","CBG30069","sri","Str"
"caenorhabditis_briggsae","CBG30331","srh","Str"
"caenorhabditis_briggsae","CBG30498","srw","Solo"
"caenorhabditis_briggsae","CBG30505","str","Str"
"caenorhabditis_briggsae","CBG30603","srg","Srg"
"caenorhabditis_briggsae","CBG30614","str","Str"
"caenorhabditis_briggsae","CBG30618","srz","Solo"
"caenorhabditis_briggsae","CBG30634","srd","Str"
"caenorhabditis_briggsae","CBG30642","srh","Str"
"caenorhabditis_briggsae","CBG30651","srab","Sra"
"caenorhabditis_briggsae","CBG30653","str","Str"
"caenorhabditis_briggsae","CBG30663","srg","Srg"
"caenorhabditis_briggsae","CBG30676","srm","Str"
"caenorhabditis_briggsae","CBG30838","srh","Str"
"caenorhabditis_briggsae","CBG30844","srw","Solo"
"caenorhabditis_briggsae","CBG30858","srbc","Solo"
"caenorhabditis_briggsae","CBG30859","srbc","Solo"
"caenorhabditis_briggsae","CBG30860","str","Str"
"caenorhabditis_briggsae","CBG30874","srw","Solo"
"caenorhabditis_briggsae","CBG30880","srw","Solo"
"caenorhabditis_briggsae","CBG30881","srh","Str"
"caenorhabditis_briggsae","CBG30899","srh","Str"
"caenorhabditis_briggsae","CBG30906","srz","Solo"
"caenorhabditis_briggsae","CBG30907","srz","Solo"
"caenorhabditis_briggsae","CBG30910","srw","Solo"
"caenorhabditis_briggsae","CBG30913","srbc","Solo"
"caenorhabditis_briggsae","CBG30918","srx","Srg"
"caenorhabditis_briggsae","CBG30920","sri","Str"
"caenorhabditis_briggsae","CBG30921","srh","Str"
"caenorhabditis_briggsae","CBG30928","str","Str"
"caenorhabditis_briggsae","CBG30929","str","Str"
"caenorhabditis_briggsae","CBG30950","srh","Str"
"caenorhabditis_briggsae","CBG30961","srg","Srg"
"caenorhabditis_briggsae","CBG30973","str","Str"
"caenorhabditis_briggsae","CBG30988","srx","Srg"
"caenorhabditis_briggsae","CBG30990","srx","Srg"
"caenorhabditis_briggsae","CBG30991","srx","Srg"
"caenorhabditis_briggsae","CBG31040","srg","Srg"
"caenorhabditis_briggsae","CBG31041","srg","Srg"
"caenorhabditis_briggsae","CBG31045","sre","Sra"
"caenorhabditis_briggsae","CBG31046","srg","Srg"
"caenorhabditis_briggsae","CBG31059","srt","Srg"
"caenorhabditis_briggsae","CBG31187","srw","Solo"
"caenorhabditis_briggsae","CBG31228","srz","Solo"
"caenorhabditis_briggsae","CBG31232","srx","Srg"
"caenorhabditis_briggsae","CBG31243","srbc","Solo"
"caenorhabditis_briggsae","CBG31246","sru","Srg"
"caenorhabditis_briggsae","CBG31266","srh","Str"
"caenorhabditis_briggsae","CBG31268","sri","Str"
"caenorhabditis_briggsae","CBG31270","srt","Srg"
"caenorhabditis_briggsae","CBG31281","srg","Srg"
"caenorhabditis_briggsae","CBG31282","srg","Srg"
"caenorhabditis_briggsae","CBG31283","srg","Srg"
"caenorhabditis_briggsae","CBG31284","sre","Sra"
"caenorhabditis_briggsae","CBG31286","srh","Str"
"caenorhabditis_briggsae","CBG31291","srx","Srg"
"caenorhabditis_briggsae","CBG31296","srm","Str"
"caenorhabditis_briggsae","CBG31297","sre","Sra"
"caenorhabditis_briggsae","CBG31301","srg","Srg"
"caenorhabditis_briggsae","CBG31302","srg","Srg"
"caenorhabditis_briggsae","CBG31304","sri","Str"
"caenorhabditis_briggsae","CBG31311","sri","Str"
"caenorhabditis_briggsae","CBG31320","srh","Str"
"caenorhabditis_briggsae","CBG31335","srw","Solo"
"caenorhabditis_briggsae","CBG31338","srx","Srg"
"caenorhabditis_briggsae","CBG31361","sru","Srg"
"caenorhabditis_briggsae","CBG31385","srv","Srg"
"caenorhabditis_briggsae","CBG31395","srh","Str"
"caenorhabditis_briggsae","CBG31397","srx","Srg"
"caenorhabditis_briggsae","CBG31398","srx","Srg"
"caenorhabditis_briggsae","CBG31403","srg","Srg"
"caenorhabditis_briggsae","CBG31407","srx","Srg"
"caenorhabditis_briggsae","CBG31426","srx","Srg"
"caenorhabditis_briggsae","CBG31435","srj","Str"
"caenorhabditis_briggsae","CBG31479","srh","Str"
"caenorhabditis_briggsae","CBG31480","str","Str"
"caenorhabditis_briggsae","CBG31484","srw","Solo"
"caenorhabditis_elegans","B0034.5","srbc","Solo"
"caenorhabditis_elegans","B0205.2b","srz","Solo"
"caenorhabditis_elegans","B0507.11","srx","Srg"
"caenorhabditis_elegans","B0547.4b","srd","Str"
"caenorhabditis_elegans","C01B4.1","str","Str"
"caenorhabditis_elegans","C01B4.10","str","Str"
"caenorhabditis_elegans","C01B4.3","str","Str"
"caenorhabditis_elegans","C02E7.4a","srh","Str"
"caenorhabditis_elegans","C02E7.4b","srh","Str"
"caenorhabditis_elegans","C02E7.5","srh","Str"
"caenorhabditis_elegans","C02H7.2","srx","Srg"
"caenorhabditis_elegans","C03G6.3a","srj","Str"
"caenorhabditis_elegans","C03H5.7a","str","Str"
"caenorhabditis_elegans","C03H5.7b","str","Str"
"caenorhabditis_elegans","C03H5.9","str","Str"
"caenorhabditis_elegans","C04C3.1","srz","Solo"
"caenorhabditis_elegans","C04C3.7","str","Str"
"caenorhabditis_elegans","C05E4.13a","str","Str"
"caenorhabditis_elegans","C05E4.13b","str","Str"
"caenorhabditis_elegans","C05E4.14a","srh","Str"
"caenorhabditis_elegans","C05E4.14b","srh","Str"
"caenorhabditis_elegans","C05E4.14c","srh","Str"
"caenorhabditis_elegans","C05E4.14d","srh","Str"
"caenorhabditis_elegans","C05E4.14e","srh","Str"
"caenorhabditis_elegans","C05E4.14f","srh","Str"
"caenorhabditis_elegans","C05E4.14g","srh","Str"
"caenorhabditis_elegans","C05E4.14h","srh","Str"
"caenorhabditis_elegans","C05E4.14i","srh","Str"
"caenorhabditis_elegans","C05E4.14j","srh","Str"
"caenorhabditis_elegans","C05E4.4a","sri","Str"
"caenorhabditis_elegans","C05E4.4b","sri","Str"
"caenorhabditis_elegans","C05E4.6b","str","Str"
"caenorhabditis_elegans","C06B3.1","str","Str"
"caenorhabditis_elegans","C06B3.10","str","Str"
"caenorhabditis_elegans","C06B8.4","str","Str"
"caenorhabditis_elegans","C06B8.6","srh","Str"
"caenorhabditis_elegans","C06C6.3","str","Str"
"caenorhabditis_elegans","C07G3.3b","str","Str"
"caenorhabditis_elegans","C09G12.10","srz","Solo"
"caenorhabditis_elegans","C09G12.11","srz","Solo"
"caenorhabditis_elegans","C12D5.11","sre","Sra"
"caenorhabditis_elegans","C13B7.4a","srd","Str"
"caenorhabditis_elegans","C13B7.4b","srd","Str"
"caenorhabditis_elegans","C13D9.4","srsx","Solo"
"caenorhabditis_elegans","C17E7.11","str","Str"
"caenorhabditis_elegans","C17E7.3b","sre","Sra"
"caenorhabditis_elegans","C17F4.4","srh","Str"
"caenorhabditis_elegans","C18D4.9","srz","Solo"
"caenorhabditis_elegans","C18F10.6","srg","Srg"
"caenorhabditis_elegans","C18H7.8","srt","Srg"
"caenorhabditis_elegans","C24B5.1","sru","Srg"
"caenorhabditis_elegans","C24B9.10","srg","Srg"
"caenorhabditis_elegans","C24B9.11","srg","Srg"
"caenorhabditis_elegans","C24B9.4b","srt","Srg"
"caenorhabditis_elegans","C25F9.13","srw","Solo"
"caenorhabditis_elegans","C25F9.1a","srw","Solo"
"caenorhabditis_elegans","C25F9.1b","srw","Solo"
"caenorhabditis_elegans","C29F3.6","srx","Srg"
"caenorhabditis_elegans","C29G2.4","srt","Srg"
"caenorhabditis_elegans","C30G7.5","srbc","Solo"
"caenorhabditis_elegans","C31B8.11b","srh","Str"
"caenorhabditis_elegans","C31B8.11c","srh","Str"
"caenorhabditis_elegans","C31E10.1","str","Str"
"caenorhabditis_elegans","C32H11.2","srz","Solo"
"caenorhabditis_elegans","C33A12.10","sru","Srg"
"caenorhabditis_elegans","C33A12.11","sru","Srg"
"caenorhabditis_elegans","C33A12.14","sru","Srg"
"caenorhabditis_elegans","C33D9.4","sru","Srg"
"caenorhabditis_elegans","C35A11.1","srw","Solo"
"caenorhabditis_elegans","C35A5.7","srw","Solo"
"caenorhabditis_elegans","C35D6.9b","srz","Solo"
"caenorhabditis_elegans","C36C5.7","srab","Sra"
"caenorhabditis_elegans","C38C3.1","sru","Srg"
"caenorhabditis_elegans","C38C3.2","sru","Srg"
"caenorhabditis_elegans","C39B5.1","srz","Solo"
"caenorhabditis_elegans","C39H7.9a","srsx","Solo"
"caenorhabditis_elegans","C41G6.12","str","Str"
"caenorhabditis_elegans","C41G6.2","srw","Solo"
"caenorhabditis_elegans","C41G6.8a","srw","Solo"
"caenorhabditis_elegans","C41G6.8b","srw","Solo"
"caenorhabditis_elegans","C42D4.12","str","Str"
"caenorhabditis_elegans","C44B12.8","srx","Srg"
"caenorhabditis_elegans","C44C3.6","srw","Solo"
"caenorhabditis_elegans","C44C3.8","srh","Str"
"caenorhabditis_elegans","C45H4.10","srbc","Solo"
"caenorhabditis_elegans","C45H4.11b","srbc","Solo"
"caenorhabditis_elegans","C45H4.11d","srbc","Solo"
"caenorhabditis_elegans","C45H4.12","str","Str"
"caenorhabditis_elegans","C45H4.18a","sru","Srg"
"caenorhabditis_elegans","C45H4.18b","sru","Srg"
"caenorhabditis_elegans","C45H4.3b","srbc","Solo"
"caenorhabditis_elegans","C46F4.1a","srw","Solo"
"caenorhabditis_elegans","C46F4.1b","srw","Solo"
"caenorhabditis_elegans","C47A10.7","srh","Str"
"caenorhabditis_elegans","C47E8.3","srbc","Solo"
"caenorhabditis_elegans","C48B6.5","srb","Sra"
"caenorhabditis_elegans","C50B6.10","str","Str"
"caenorhabditis_elegans","C50C10.2","sru","Srg"
"caenorhabditis_elegans","C50C10.4","sru","Srg"
"caenorhabditis_elegans","C50C10.6","str","Str"
"caenorhabditis_elegans","C50C10.7","str","Str"
"caenorhabditis_elegans","C50E10.3","sre","Sra"
"caenorhabditis_elegans","C50H11.11","srt","Srg"
"caenorhabditis_elegans","C50H11.14","srt","Srg"
"caenorhabditis_elegans","C50H11.4","srt","Srg"
"caenorhabditis_elegans","C51E3.1","srsx","Solo"
"caenorhabditis_elegans","C53A5.10","srt","Srg"
"caenorhabditis_elegans","C53A5.8","srg","Srg"
"caenorhabditis_elegans","C53B7.5","str","Str"
"caenorhabditis_elegans","C54F6.11","srb","Sra"
"caenorhabditis_elegans","C55A1.1","str","Str"
"caenorhabditis_elegans","C55A1.8","sru","Srg"
"caenorhabditis_elegans","D1065.5b","srh","Str"
"caenorhabditis_elegans","D1069.4a","srw","Solo"
"caenorhabditis_elegans","D1069.4b","srw","Solo"
"caenorhabditis_elegans","D1079.1b","srxa","Srg"
"caenorhabditis_elegans","D1079.1c","srxa","Srg"
"caenorhabditis_elegans","E03D2.4b","srt","Srg"
"caenorhabditis_elegans","E03H12.1","str","Str"
"caenorhabditis_elegans","F02E8.2a","srsx","Solo"
"caenorhabditis_elegans","F02E8.2b","srsx","Solo"
"caenorhabditis_elegans","F07C3.16","srh","Str"
"caenorhabditis_elegans","F07C4.14","srh","Str"
"caenorhabditis_elegans","F07F6.9","srx","Srg"
"caenorhabditis_elegans","F07G11.5a","srj","Str"
"caenorhabditis_elegans","F07G11.5b","srj","Str"
"caenorhabditis_elegans","F08E10.2","srbc","Solo"
"caenorhabditis_elegans","F09E5.4","srg","Srg"
"caenorhabditis_elegans","F09F3.1b","srx","Srg"
"caenorhabditis_elegans","F09F3.2","srx","Srg"
"caenorhabditis_elegans","F10A3.12","str","Str"
"caenorhabditis_elegans","F10A3.8","str","Str"
"caenorhabditis_elegans","F10D2.3","sre","Sra"
"caenorhabditis_elegans","F10G2.6a","srx","Srg"
"caenorhabditis_elegans","F14F4.1","sro","Solo"
"caenorhabditis_elegans","F14F8.12","srz","Solo"
"caenorhabditis_elegans","F14F8.13","srz","Solo"
"caenorhabditis_elegans","F14F8.4","srz","Solo"
"caenorhabditis_elegans","F14F8.5","srw","Solo"
"caenorhabditis_elegans","F14F8.7","srw","Solo"
"caenorhabditis_elegans","F15E6.7b","srv","Srg"
"caenorhabditis_elegans","F16C3.1","srxa","Srg"
"caenorhabditis_elegans","F17A2.11","srd","Str"
"caenorhabditis_elegans","F17A2.9","srd","Str"
"caenorhabditis_elegans","F18E3.10","srh","Str"
"caenorhabditis_elegans","F18E3.4a","srw","Solo"
"caenorhabditis_elegans","F18E9.8","sri","Str"
"caenorhabditis_elegans","F19B2.3","srw","Solo"
"caenorhabditis_elegans","F19B2.8","srz","Solo"
"caenorhabditis_elegans","F20A1.2","srxa","Srg"
"caenorhabditis_elegans","F20E11.1","srz","Solo"
"caenorhabditis_elegans","F20E11.15","srbc","Solo"
"caenorhabditis_elegans","F21H7.14","srh","Str"
"caenorhabditis_elegans","F21H7.7","srh","Str"
"caenorhabditis_elegans","F22B8.3","str","Str"
"caenorhabditis_elegans","F22B8.5c","str","Str"
"caenorhabditis_elegans","F22F7.12","str","Str"
"caenorhabditis_elegans","F25E5.12","str","Str"
"caenorhabditis_elegans","F25E5.14","srh","Str"
"caenorhabditis_elegans","F26F12.6a","srh","Str"
"caenorhabditis_elegans","F28D9.2b","sri","Str"
"caenorhabditis_elegans","F28H7.11","srj","Str"
"caenorhabditis_elegans","F30B5.6","srbc","Solo"
"caenorhabditis_elegans","F31F4.13b","sru","Srg"
"caenorhabditis_elegans","F31F4.14b","sru","Srg"
"caenorhabditis_elegans","F32D8.10","srbc","Solo"
"caenorhabditis_elegans","F32G8.1","srd","Str"
"caenorhabditis_elegans","F32H5.6b","srx","Srg"
"caenorhabditis_elegans","F32H5.6c","srx","Srg"
"caenorhabditis_elegans","F35B12.1b","srx","Srg"
"caenorhabditis_elegans","F35F10.9b","srbc","Solo"
"caenorhabditis_elegans","F37B4.8","srw","Solo"
"caenorhabditis_elegans","F37C12.17","srb","Sra"
"caenorhabditis_elegans","F38E1.6","srw","Solo"
"caenorhabditis_elegans","F38H12.5","srbc","Solo"
"caenorhabditis_elegans","F40D4.6","srbc","Solo"
"caenorhabditis_elegans","F40D4.7","srbc","Solo"
"caenorhabditis_elegans","F40D4.9a","srz","Solo"
"caenorhabditis_elegans","F41B5.8a","str","Str"
"caenorhabditis_elegans","F41F3.6a","srx","Srg"
"caenorhabditis_elegans","F41H8.1","srbc","Solo"
"caenorhabditis_elegans","F41H8.2","srbc","Solo"
"caenorhabditis_elegans","F42D1.3","srw","Solo"
"caenorhabditis_elegans","F43A11.1","srx","Srg"
"caenorhabditis_elegans","F46B3.11","srz","Solo"
"caenorhabditis_elegans","F47C12.5","srh","Str"
"caenorhabditis_elegans","F47D2.1a","srt","Srg"
"caenorhabditis_elegans","F47D2.3","srt","Srg"
"caenorhabditis_elegans","F47D2.4","srt","Srg"
"caenorhabditis_elegans","F48G7.6a","srt","Srg"
"caenorhabditis_elegans","F48G7.6b","srt","Srg"
"caenorhabditis_elegans","F48G7.6c","srt","Srg"
"caenorhabditis_elegans","F49E12.5b","sra","Sra"
"caenorhabditis_elegans","F49H6.11","srz","Solo"
"caenorhabditis_elegans","F52D2.9","str","Str"
"caenorhabditis_elegans","F52F10.5b","srsx","Solo"
"caenorhabditis_elegans","F53B2.4","sru","Srg"
"caenorhabditis_elegans","F53F1.10","srd","Str"
"caenorhabditis_elegans","F53F4.9b","srd","Str"
"caenorhabditis_elegans","F54B8.11","srbc","Solo"
"caenorhabditis_elegans","F54B8.7b","srbc","Solo"
"caenorhabditis_elegans","F54B8.8","srbc","Solo"
"caenorhabditis_elegans","F55B12.8","srx","Srg"
"caenorhabditis_elegans","F56A11.4a","srbc","Solo"
"caenorhabditis_elegans","F56A11.4b","srbc","Solo"
"caenorhabditis_elegans","F56A12.2","srbc","Solo"
"caenorhabditis_elegans","F56A4.7","str","Str"
"caenorhabditis_elegans","F56D5.10","srxa","Srg"
"caenorhabditis_elegans","F56D6.5b","srz","Solo"
"caenorhabditis_elegans","F57A8.3b","str","Str"
"caenorhabditis_elegans","F57A8.4","srxa","Srg"
"caenorhabditis_elegans","F57B7.1a","srw","Solo"
"caenorhabditis_elegans","F57B7.1b","srw","Solo"
"caenorhabditis_elegans","F57G8.3b","srh","Str"
"caenorhabditis_elegans","F57G8.4","srw","Solo"
"caenorhabditis_elegans","F57G9.2","sre","Sra"
"caenorhabditis_elegans","F57G9.4","sre","Sra"
"caenorhabditis_elegans","F58G6.2a","srm","Str"
"caenorhabditis_elegans","F58G6.2b","srm","Str"
"caenorhabditis_elegans","F58G6.2c","srm","Str"
"caenorhabditis_elegans","F59A1.4","str","Str"
"caenorhabditis_elegans","F59B1.4","sri","Str"
"caenorhabditis_elegans","F59B1.6","sri","Str"
"caenorhabditis_elegans","H24O09.1b","srbc","Solo"
"caenorhabditis_elegans","H25K10.7a","srw","Solo"
"caenorhabditis_elegans","H34P18.1b","srw","Solo"
"caenorhabditis_elegans","K01A6.6a","srw","Solo"
"caenorhabditis_elegans","K01A6.6b","srw","Solo"
"caenorhabditis_elegans","K01B6.2","srx","Srg"
"caenorhabditis_elegans","K04F1.3b","srw","Solo"
"caenorhabditis_elegans","K05D4.3","srz","Solo"
"caenorhabditis_elegans","K05D4.6b","srh","Str"
"caenorhabditis_elegans","K05D4.8","srz","Solo"
"caenorhabditis_elegans","K05D4.9","str","Str"
"caenorhabditis_elegans","K07C6.10","srx","Srg"
"caenorhabditis_elegans","K07C6.11b","srx","Srg"
"caenorhabditis_elegans","K07E8.11b","sri","Str"
"caenorhabditis_elegans","K08G2.7","srz","Solo"
"caenorhabditis_elegans","K09C6.10","srbc","Solo"
"caenorhabditis_elegans","K09C6.4a","srbc","Solo"
"caenorhabditis_elegans","K09C6.4b","srbc","Solo"
"caenorhabditis_elegans","K09C6.5","srbc","Solo"
"caenorhabditis_elegans","K09D9.13","srw","Solo"
"caenorhabditis_elegans","K10B4.2","srt","Srg"
"caenorhabditis_elegans","K12D9.10","srw","Solo"
"caenorhabditis_elegans","K12D9.11","srw","Solo"
"caenorhabditis_elegans","M01D1.1b","str","Str"
"caenorhabditis_elegans","M02H5.10a","srh","Str"
"caenorhabditis_elegans","M02H5.10b","srh","Str"
"caenorhabditis_elegans","M03F8.7","srw","Solo"
"caenorhabditis_elegans","R02C2.5","str","Str"
"caenorhabditis_elegans","R03A10.6","srw","Solo"
"caenorhabditis_elegans","R03G8.5a","str","Str"
"caenorhabditis_elegans","R03G8.5b","str","Str"
"caenorhabditis_elegans","R03H4.2","srx","Srg"
"caenorhabditis_elegans","R03H4.3","srx","Srg"
"caenorhabditis_elegans","R05D8.2c","srj","Str"
"caenorhabditis_elegans","R05H5.1","srd","Str"
"caenorhabditis_elegans","R07B5.3b","sru","Srg"
"caenorhabditis_elegans","R07B5.3c","sru","Srg"
"caenorhabditis_elegans","R07B5.3d","sru","Srg"
"caenorhabditis_elegans","R07B5.6a","sru","Srg"
"caenorhabditis_elegans","R07B5.6b","sru","Srg"
"caenorhabditis_elegans","R07B5.7","sru","Srg"
"caenorhabditis_elegans","R09B5.7a","srj","Str"
"caenorhabditis_elegans","R10E8.5","str","Str"
"caenorhabditis_elegans","R10H1.2b","srab","Sra"
"caenorhabditis_elegans","R11F4.2a","srbc","Solo"
"caenorhabditis_elegans","R11F4.2b","srbc","Solo"
"caenorhabditis_elegans","R11G11.5","srw","Solo"
"caenorhabditis_elegans","R13D11.1","srbc","Solo"
"caenorhabditis_elegans","R13D11.3","srbc","Solo"
"caenorhabditis_elegans","R13D11.6b","srab","Sra"
"caenorhabditis_elegans","R186.2b","srd","Str"
"caenorhabditis_elegans","T01C4.3","srx","Srg"
"caenorhabditis_elegans","T01C4.6","srx","Srg"
"caenorhabditis_elegans","T01G6.9","str","Str"
"caenorhabditis_elegans","T03E6.8","srh","Str"
"caenorhabditis_elegans","T03E6.9","srh","Str"
"caenorhabditis_elegans","T04A11.10","sru","Srg"
"caenorhabditis_elegans","T04A11.12a","sru","Srg"
"caenorhabditis_elegans","T04A11.7c","sru","Srg"
"caenorhabditis_elegans","T04A11.9","sru","Srg"
"caenorhabditis_elegans","T04A8.2","srg","Srg"
"caenorhabditis_elegans","T04C12.2b","srh","Str"
"caenorhabditis_elegans","T05B4.7","srw","Solo"
"caenorhabditis_elegans","T05E12.7c","srh","Str"
"caenorhabditis_elegans","T06C12.1","str","Str"
"caenorhabditis_elegans","T06C12.11","str","Str"
"caenorhabditis_elegans","T06E6.3","srx","Srg"
"caenorhabditis_elegans","T06E6.9","srh","Str"
"caenorhabditis_elegans","T07C12.6","sre","Sra"
"caenorhabditis_elegans","T07D10.2","sro","Solo"
"caenorhabditis_elegans","T08G3.10","srw","Solo"
"caenorhabditis_elegans","T08G3.2","str","Str"
"caenorhabditis_elegans","T09F5.16","srz","Solo"
"caenorhabditis_elegans","T10C6.1","str","Str"
"caenorhabditis_elegans","T10D4.14","sri","Str"
"caenorhabditis_elegans","T10H4.8","srw","Solo"
"caenorhabditis_elegans","T10H9.6a","str","Str"
"caenorhabditis_elegans","T11F9.1a","srbc","Solo"
"caenorhabditis_elegans","T11F9.1b","srbc","Solo"
"caenorhabditis_elegans","T13A10.13","srv","Srg"
"caenorhabditis_elegans","T13A10.7","srv","Srg"
"caenorhabditis_elegans","T15B7.11a","srw","Solo"
"caenorhabditis_elegans","T15B7.11b","srw","Solo"
"caenorhabditis_elegans","T15B7.12","srw","Solo"
"caenorhabditis_elegans","T15B7.13","srw","Solo"
"caenorhabditis_elegans","T16H12.8","srt","Srg"
"caenorhabditis_elegans","T19C4.8","srg","Srg"
"caenorhabditis_elegans","T20C4.1b","srj","Str"
"caenorhabditis_elegans","T20C4.1c","srj","Str"
"caenorhabditis_elegans","T20C4.1d","srj","Str"
"caenorhabditis_elegans","T21B4.1","srz","Solo"
"caenorhabditis_elegans","T21B4.9","srh","Str"
"caenorhabditis_elegans","T21D12.5","srh","Str"
"caenorhabditis_elegans","T22F3.5","srh","Str"
"caenorhabditis_elegans","T22F3.6","srh","Str"
"caenorhabditis_elegans","T23D5.1","str","Str"
"caenorhabditis_elegans","T23D5.8","str","Str"
"caenorhabditis_elegans","T23F11.5","srg","Srg"
"caenorhabditis_elegans","T24A6.10d","srbc","Solo"
"caenorhabditis_elegans","T24A6.6b","str","Str"
"caenorhabditis_elegans","T27B2.1","srw","Solo"
"caenorhabditis_elegans","T27C5.1","srh","Str"
"caenorhabditis_elegans","T27C5.10","srw","Solo"
"caenorhabditis_elegans","W01D2.4","srt","Srg"
"caenorhabditis_elegans","W02H5.11a","sri","Str"
"caenorhabditis_elegans","W02H5.11b","srh","Str"
"caenorhabditis_elegans","W02H5.16a","sri","Str"
"caenorhabditis_elegans","W02H5.16b","srh","Str"
"caenorhabditis_elegans","W03D2.10","str","Str"
"caenorhabditis_elegans","W04D2.2c","srt","Srg"
"caenorhabditis_elegans","W05H5.1","srbc","Solo"
"caenorhabditis_elegans","W05H5.4","srh","Str"
"caenorhabditis_elegans","W06G6.15","srh","Str"
"caenorhabditis_elegans","W07G1.2","sre","Sra"
"caenorhabditis_elegans","W08G11.5","str","Str"
"caenorhabditis_elegans","Y102A5C.28","str","Str"
"caenorhabditis_elegans","Y102A5C.29","sri","Str"
"caenorhabditis_elegans","Y102A5C.31","srh","Str"
"caenorhabditis_elegans","Y102A5C.33","srz","Solo"
"caenorhabditis_elegans","Y105C5B.4","srv","Srg"
"caenorhabditis_elegans","Y105C5B.6b","srv","Srg"
"caenorhabditis_elegans","Y105C5B.6d","srv","Srg"
"caenorhabditis_elegans","Y113G7B.9","srbc","Solo"
"caenorhabditis_elegans","Y116A8C.40a","str","Str"
"caenorhabditis_elegans","Y116A8C.40b","str","Str"
"caenorhabditis_elegans","Y119D3B.3","srz","Solo"
"caenorhabditis_elegans","Y119D3B.5","srz","Solo"
"caenorhabditis_elegans","Y17G9A.7b","str","Str"
"caenorhabditis_elegans","Y19D10A.17","srbc","Solo"
"caenorhabditis_elegans","Y19D10A.1a","str","Str"
"caenorhabditis_elegans","Y19D10A.2","str","Str"
"caenorhabditis_elegans","Y23H5B.4","srw","Solo"
"caenorhabditis_elegans","Y25C1A.11","srg","Srg"
"caenorhabditis_elegans","Y27F2A.10","sri","Str"
"caenorhabditis_elegans","Y27F2A.11","sri","Str"
"caenorhabditis_elegans","Y32H12A.1","srd","Str"
"caenorhabditis_elegans","Y37A1B.10","srw","Solo"
"caenorhabditis_elegans","Y37E11AL.1","srbc","Solo"
"caenorhabditis_elegans","Y37H2C.4","str","Str"
"caenorhabditis_elegans","Y39C12A.3c","sre","Sra"
"caenorhabditis_elegans","Y39C12A.7","sre","Sra"
"caenorhabditis_elegans","Y39H10B.1b","str","Str"
"caenorhabditis_elegans","Y40B10A.5a","srsx","Solo"
"caenorhabditis_elegans","Y40B10A.5b","srsx","Solo"
"caenorhabditis_elegans","Y40B10A.5c","srsx","Solo"
"caenorhabditis_elegans","Y40B10A.5d","srsx","Solo"
"caenorhabditis_elegans","Y40B10B.2a","srj","Str"
"caenorhabditis_elegans","Y40C5A.4a","srbc","Solo"
"caenorhabditis_elegans","Y40C5A.4b","srbc","Solo"
"caenorhabditis_elegans","Y41D4B.24","srbc","Solo"
"caenorhabditis_elegans","Y43B11AL.2a","srx","Srg"
"caenorhabditis_elegans","Y44A6B.2b","srxa","Srg"
"caenorhabditis_elegans","Y45F10B.11","sru","Srg"
"caenorhabditis_elegans","Y45F10B.4","sru","Srg"
"caenorhabditis_elegans","Y45F10B.5","sru","Srg"
"caenorhabditis_elegans","Y45F10B.6","sru","Srg"
"caenorhabditis_elegans","Y45G12C.10","str","Str"
"caenorhabditis_elegans","Y45G12C.12a","str","Str"
"caenorhabditis_elegans","Y45G12C.12b","str","Str"
"caenorhabditis_elegans","Y45G12C.6","str","Str"
"caenorhabditis_elegans","Y45G12C.9a","srd","Str"
"caenorhabditis_elegans","Y45G12C.9b","srd","Str"
"caenorhabditis_elegans","Y46H3A.1a","srt","Srg"
"caenorhabditis_elegans","Y46H3C.2b","srw","Solo"
"caenorhabditis_elegans","Y48A6B.1","srw","Solo"
"caenorhabditis_elegans","Y48C3A.11","srw","Solo"
"caenorhabditis_elegans","Y49C4A.4b","srx","Srg"
"caenorhabditis_elegans","Y49C4A.7","srj","Str"
"caenorhabditis_elegans","Y54G11B.1","srw","Solo"
"caenorhabditis_elegans","Y54G2A.38","srg","Srg"
"caenorhabditis_elegans","Y54G2A.77","srg","Srg"
"caenorhabditis_elegans","Y55F3C.10","srt","Srg"
"caenorhabditis_elegans","Y57A10C.10","srbc","Solo"
"caenorhabditis_elegans","Y57G11C.28","srt","Srg"
"caenorhabditis_elegans","Y57G11C.30a","srt","Srg"
"caenorhabditis_elegans","Y57G11C.30b","srt","Srg"
"caenorhabditis_elegans","Y57G7A.7","srz","Solo"
"caenorhabditis_elegans","Y59A8B.4","srh","Str"
"caenorhabditis_elegans","Y5H2B.7","srt","Srg"
"caenorhabditis_elegans","Y60A3A.22b","sri","Str"
"caenorhabditis_elegans","Y60A3A.4b","srh","Str"
